Nom;Point;Longitude;Latitude;Altitude
Parogressive 2010 now 15.4 pine;60;32,31770787331629;0,9881684874139292;0,0
Parogressive 2010 now 15.4 pine;61;32,31775721183102;0,9881101871866416;0,0
Parogressive 2010 now 15.4 pine;62;32,31788727994022;0,9880118322213096;0,0
Parogressive 2010 now 15.4 pine;63;32,3179007357376;0,9879894093897975;0,0
Parogressive 2010 now 15.4 pine;64;32,31796352963416;0,9878683260487903;0,0
Parogressive 2010 now 15.4 pine;65;32,3179814706678;0,9878414185987391;0,0
Parogressive 2010 now 15.4 pine;66;32,31816088292679;0,9876710042242618;0,0
Parogressive 2010 now 15.4 pine;67;32,31829095749545;0,9875319815590368;0,0
Parogressive 2010 now 15.4 pine;68;32,31838514981917;0,9874781659216242;0,0
Parogressive 2010 now 15.4 pine;69;32,31846588616076;0,9875140420141826;0,0
Parogressive 2010 now 15.4 pine;70;32,31852349176677;0,9877275786211125;0,0
Parogressive 2010 now 15.4 pine;71;32,31860276520306;0,9878761947576947;0,0
Parogressive 2010 now 15.4 pine;72;32,31873158451628;0,9880000409509792;0,0
Parogressive 2010 now 15.4 pine;73;32,31884058547765;0,9882576413137303;0,0
Parogressive 2010 now 15.4 pine;74;32,31885049467896;0,9882824105523018;0,0
Parogressive 2010 now 15.4 pine;75;32,31895949581106;0,9885449641221181;0,0
Parogressive 2010 now 15.4 pine;76;32,31919731673689;0,9888768706347347;0,0
Parogressive 2010 now 15.4 pine;77;32,31931127294855;0,989030439323211;0,0
Parogressive 2010 now 15.4 pine;78;32,31947973059403;0,9892781310217577;0,0
Parogressive 2010 now 15.4 pine;79;32,31959365996526;0,9894651874018356;0,0
Parogressive 2010 now 15.4 pine;80;32,31967208960073;0,9897705965187156;0,0
Parogressive 2010 now 15.4 pine;81;32,31967621872676;0,9899645730140331;0,0
Parogressive 2010 now 15.4 pine;82;32,31966796433556;0,9901337867927908;0,0
Parogressive 2010 now 15.4 pine;83;32,31960604870834;0,9902947464067187;0,0
Parogressive 2010 now 15.4 pine;84;32,31956064090454;0,9904746006415542;0,0
Parogressive 2010 now 15.4 pine;85;32,31952349110431;0,9906603224723421;0,0
Parogressive 2010 now 15.4 pine;86;32,31935012550868;0,9910978002464618;0,0
Parogressive 2010 now 15.4 pine;87;32,31921803745956;0,9912711404741539;0,0
Parogressive 2010 now 15.4 pine;88;32,31921803753477;0,9912876490698196;0,0
Parogressive 2010 now 15.4 pine;89;32,31916024984345;0,9915105150689639;0,0
Parogressive 2010 now 15.4 pine;90;32,31910658965656;0,991679728405622;0,0
Parogressive 2010 now 15.4 pine;91;32,31899514128772;0,9919314851860512;0,0
Parogressive 2010 now 15.4 pine;92;32,31894973478335;0,9920482392121407;0,0
Parogressive 2010 now 15.4 pine;93;32,31887130788509;0,9922050707293267;0,0
Parogressive 2010 now 15.4 pine;94;32,31818197325731;0,9925146082367883;0,0
Parogressive 2010 now 15.4 pine;95;32,31792605207079;0,9925146091582487;0,0
Parogressive 2010 now 15.4 pine;96;32,31775268592445;0,9925022284928682;0,0
Parogressive 2010 now 15.4 pine;97;32,31759583066427;0,992440321920186;0,0
Parogressive 2010 now 15.4 pine;98;32,3175482109003;0,9923756899467427;0,0
